Count,No,Name,Date,State,ROC,Partners,Designated Partners,Obligation,Division,Activity
1,AAO-4130,VIHET ENTERPRISE LLP  ,2019-03-01,Gujarat,AHMEDABAD,1,2,100000,52,"Retail trade,except of motor v"
1,AAO-4141,FARADAY DESIGN SERVICES LLP ,2019-03-01,Gujarat,AHMEDABAD,0,2,10000,93,Other Service activities
1,AAO-4143,ENGENIO CONSERVATION LLP ,2019-03-01,Gujarat,AHMEDABAD,0,2,100000,29,Manufacture of machinery and e
1,AAO-4151,TAMBOLI MARKETING LLP ,2019-03-01,Gujarat,AHMEDABAD,0,3,100000,51,Wholesale trade and commission
1,AAO-4161,DAVIK TEXOFAB LLP  ,2019-03-01,Gujarat,AHMEDABAD,0,3,100000,51,Wholesale trade and commission
1,AAO-4163,PANARA CRAFT LLP  ,2019-03-01,Gujarat,AHMEDABAD,2,4,100000,21,Manufacture of paper and paper
1,AAO-4171,EDLA EXTRACTS LLP  ,2019-03-01,Gujarat,AHMEDABAD,1,2,100000,1,"Activities Agriculture, Huntin"
1,AAO-4189,AARVI ORGANISERS LLP  ,2019-03-01,Gujarat,AHMEDABAD,5,2,100000,45,Construction
1,AAO-4194,P. P. SAVANI OFFSETLLP ,2019-03-01,Gujarat,AHMEDABAD,0,3,100000,80,Education
1,AAO-4218,CUT & BEND ENGINEERING LLP ,2019-03-01,Gujarat,AHMEDABAD,2,2,2000000,28,Manufacture of fabricated meta
1,AAO-4220,AH WORKS LLP  ,2019-03-01,Gujarat,AHMEDABAD,0,2,0,72,Computer and related activitie
1,AAO-4221,SIDDHI EDUGEN-X LLP  ,2019-03-01,Gujarat,AHMEDABAD,0,2,450000,80,Education
1,AAO-4233,P. P. SAVANI ENTERPRISE LLP ,2019-03-01,Gujarat,AHMEDABAD,0,4,100000,80,Education
1,AAO-4234,VIHANI TEA AND AGROLLP ,2019-03-01,Gujarat,AHMEDABAD,3,3,1500000,15,Manufacture of food products a
1,AAO-4246,KALPAVRIKSHA LIFESTYLE LLP ,2019-03-01,Gujarat,AHMEDABAD,4,2,1000000,19,Tanning and dressing of leathe
1,AAO-4253,RACHIT PIPES AND STEEL LLP ,2019-03-01,Gujarat,AHMEDABAD,0,2,100000,51,Wholesale trade and commission
1,AAO-4264,KAIONSOFT LLP  ,2019-03-05,Gujarat,AHMEDABAD,0,2,100000,72,Computer and related activitie
1,AAO-4269,GLOBAL WELLTH TOURISM LLP ,2019-03-05,Gujarat,AHMEDABAD,0,2,15000,85,Health and Social Work
1,AAO-4280,DIYASO COLLECTIVE LLP ,2019-03-05,Gujarat,AHMEDABAD,0,2,100000,51,Wholesale trade and commission
1,AAO-4286,MASALA DIARIES LLP  ,2019-03-05,Gujarat,AHMEDABAD,1,4,100000,55,Hotels and Restaurants
1,AAO-4321,AARAARDEE ASSOCIATES LLP ,2019-03-05,Gujarat,AHMEDABAD,0,2,100000,74,Other Business Activities
1,AAO-4325,SEERAT LAND AGGREGATOR LLP ,2019-03-05,Gujarat,AHMEDABAD,0,3,100000,45,Construction
1,AAO-4331,VRUKSH HOSPITALITY LLP ,2019-03-05,Gujarat,AHMEDABAD,1,2,50000,55,Hotels and Restaurants
1,AAO-4333,PRAGATI PIGMENTS LLP  ,2019-03-05,Gujarat,AHMEDABAD,0,2,120000,24,Manufacture of chemicals and c
1,AAO-4353,VMR DEVELOPERS LLP  ,2019-03-05,Gujarat,AHMEDABAD,0,2,100000,45,Construction
1,AAO-4359,AYUSH RAGHAV STEEL LLP ,2019-03-05,Gujarat,AHMEDABAD,0,2,1000000,27,Manufacture of basic metals
1,AAO-4362,J C TEX-TECH LLP  ,2019-03-05,Gujarat,AHMEDABAD,4,2,3000000,17,Manufacture of textiles
1,AAO-4377,INTOS BUSINESS SOLUTIONS LLP ,2019-03-05,Gujarat,AHMEDABAD,0,2,40000,74,Other Business Activities
1,AAO-4398,AVENTINE INFRASTRUCTURE LLP ,2019-03-05,Gujarat,AHMEDABAD,0,2,100000,45,Construction
1,AAO-4405,ADVANCED WASTE MANAGEMENT LLP ,2019-03-05,Gujarat,AHMEDABAD,0,2,100000,93,Other Service activities
1,AAO-4429,RHOMA INFRACON LLP  ,2019-03-05,Gujarat,AHMEDABAD,0,2,25218536,45,Construction
1,AAO-4453,WHITESWAN BUILDCON LLP ,2019-03-06,Gujarat,AHMEDABAD,13,5,100000,70,Real estate activities
1,AAO-4459,G.M. SOLANKI FOOD PARK CLUSTER LLP ,2019-03-06,Gujarat,AHMEDABAD,1,2,20000000,1,"Activities Agriculture, Huntin"
1,AAO-4471,GLOWGEMS TECHNOLOGIES LLP ,2019-03-06,Gujarat,AHMEDABAD,0,3,100000,36,Manufacture of furniture; manu
1,AAO-4484,PRARAMBHIK METALS LLP ,2019-03-06,Gujarat,AHMEDABAD,0,2,100000,74,Other Business Activities
1,AAO-4507,M P MEHTA FINSERV LLP ,2019-03-06,Gujarat,AHMEDABAD,0,2,500000,74,Other Business Activities
1,AAO-4527,YORKER GAMES LLP  ,2019-03-06,Gujarat,AHMEDABAD,3,2,400000,74,Other Business Activities
1,AAO-4531,HEALING MANTRA LLP  ,2019-03-06,Gujarat,AHMEDABAD,0,2,50000,85,Health and Social Work
1,AAO-4540,LETSARC SOLUTIONS LLP ,2019-03-06,Gujarat,AHMEDABAD,0,2,30000,74,Other Business Activities
